Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S108969157,balança-rabo-de-máscara,Polioptila dumicola,26852,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água.
S108969582,balança-rabo-de-máscara,Polioptila dumicola,26852,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S93645654,corruíra,Troglodytes musculus,26960,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-23,07:16 AM,Historical,50,1,.99,,2
S108928547,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2017-11-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO- cross cerrado
S108941029,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-16,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Lívia Viera; Ambiente: urbano; Local: CO.
S108966610,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S108967642,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Susan Silva; Ambiente: urbano; Local: CO-sensu strictu.
S108968162,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Livia Viera; Ambiente: urbano; Local: CO.
S97750591,corruíra,Troglodytes musculus,26960,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.
S97799463,corruíra,Troglodytes musculus,26960,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-22,07:30 AM,Historical,120,1,2.,,2,,,Orientador e 2 estagiárias LaBIO observando ninhos e comportamento reprodutivo de aves locais.,389327981
S97801576,corruíra,Troglodytes musculus,26960,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-29,07:30 AM,Historical,120,1,2.,,3,,,"Orientador e 2 estagiárias LaBIO. Observação de aves migratórias , reprodução e ninhos."
S108782630,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-24,,Historical,,1,,,,,,Lista de Mackinnon
S108783079,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S112999918,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:35 AM,eBird - Traveling Count,12,1,.33,,1,,,Lista MacKinnon (marcar LaBIO)
S115756966,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757906,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S119526252,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S112483638,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2018-03-23,,Historical,,1,,,,,,Lista de Mackinnon: autor: Debora Tonelli; Ambiente: urbano; Local: CRAD.
S225648822,corruíra,Troglodytes musculus,26960,1,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2025-04-08,04:30 PM,eBird - Traveling Count,30,1,1.,,4,,,"Marília Lima, Roberto Cavalcanti, Bianca Ferreira e Fernanda Santos"
S108537654,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-03-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Natural; Local: IBGE.
S97762775,corruíra,Troglodytes musculus,26960,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.
S108783794,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2022-04-09,,Historical,,1,,,,,,Lista de Mackinnon
S108969582,corruíra,Troglodytes musculus,26960,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S109130752,corruíra-do-campo,Cistothorus platensis,27063,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: natural; Local: FAL.
S109131470,corruíra-do-campo,Cistothorus platensis,27063,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: natural; Local: FAL.
S112999918,garrinchão-pai-avô,Pheugopedius genibarbis,27224,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:35 AM,eBird - Traveling Count,12,1,.33,,1,,,Lista MacKinnon (marcar LaBIO)
S93645005,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-15,07:05 AM,Historical,70,1,1.2,,1
S108928547,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2017-11-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO- cross cerrado
S108930489,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-08-24,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108941029,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-16,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Lívia Viera; Ambiente: urbano; Local: CO.
S108965169,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Machado; ambiente: urbano; local: CO
S108966610,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S97686638,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-15,07:30 AM,Historical,90,1,3.,,2,,,Dupla da equipe LaBio registrando aves migratórias e eventos reprodutivos .
S96234906,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB
S108533487,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108535007,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Urbano; Local: CO-UnB.
S108535463,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108536064,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108782069,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-22,,Historical,,1,,,,,,Lista de Mackinnon
S108783422,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S119526476,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S225652984,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,1,BR-DF,Brasília,L42655859,Cerrado Casa do estudante,-15.7647714,-47.8563324,2025-04-09,07:50 AM,eBird - Stationary Count,30,1,,,2,,,Marília Lima e Roberto Cavalcanti
S109128295,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L18878609,Estação Ecológica de Águas Emendadas,-15.5492048,-47.5970374,2016-05-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: natural; Local: ESECAE.
S112485654,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S109131995,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2021-02-24,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: natural; Local: FAL-portão.
S116123482,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S108927884,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora machado; Ambiente: natural; Local: JBB-cerradão
S108926299,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S108927198,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-26,,Historical,,0,,,,,,Lista de Mackinnon: autor: Isadora Machado; ambiente: natural; Local: PNB-mata de galeria
S108969157,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água.
S108970083,garrinchão-de-barriga-vermelha,Cantorchilus leucotis,27313,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-05-31,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: urbano; Local: Olhos d'água
S108538756,garrinchão-de-bico-grande,Cantorchilus longirostris,27325,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
S108863542,Troglodytidae sp.,Troglodytidae sp.,27405,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-02,,Historical,,1,,,,,,Roberto C
S108864026,Troglodytidae sp.,Troglodytidae sp.,27405,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Campo sujo  Mackinnon
S93645005,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-15,07:05 AM,Historical,70,1,1.2,,1
S93645270,sabiá-do-campo,Mimus saturninus,27830,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-16,07:06 AM,Historical,40,1,1.2,,2
S93645586,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-21,07:10 AM,Historical,90,1,1.02,,2
S93645654,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-23,07:16 AM,Historical,50,1,.99,,2
S93646063,sabiá-do-campo,Mimus saturninus,27830,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S97760765,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-08-28,08:00 AM,Historical,40,1,1.,,1,,,Estagiária LaBIO registrando aves migratórias (Pyrocephalus rubinus e Xolmis cinereus),389092571
S108849597,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819441,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S93661232,sabiá-do-campo,Mimus saturninus,27830,4,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-08-04,07:30 AM,Historical,60,1,,,2,,,Observação de aves migratórias da temporada; Orientador RBC e aluna RCC-UnB
S97795600,sabiá-do-campo,Mimus saturninus,27830,2,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-10-13,07:30 AM,Historical,60,1,1.,,2,,,"Orientador e estagiária LaBIO, observando movimentação de aves migratórias , filhotes e ninhos locais."
S97812662,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-03,07:30 AM,Historical,60,1,1.,,2,,"Observado o ninho, típico da espécie.",Orientador e estagiária LaBIO. Registro de ninhos e observação de aves migratórias e comportamento reprodutivo.,389417341
S103719617,sabiá-do-campo,Mimus saturninus,27830,4,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-02-25,07:30 AM,Historical,60,1,1.,,4,,,"Manhã ensolarada. Professor Coordenador, Sr. Roberto Cavalcanti, e 3 estagiários do LaBIO. Observar movimentos migratórios de Tyrannidae (Empidonomus varius, p.ex.)"
S108930885,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-11-05,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108939502,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108939896,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108941029,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-16,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Lívia Viera; Ambiente: urbano; Local: CO.
S108965483,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108965927,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-28,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: urbano; Local: CO.
S108966972,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S108968162,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Livia Viera; Ambiente: urbano; Local: CO.
S108968561,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S93554794,sabiá-do-campo,Mimus saturninus,27830,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,,"Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília.",362940671 362940801 362940881 362940991
S97750591,sabiá-do-campo,Mimus saturninus,27830,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.,389040631
S97495409,sabiá-do-campo,Mimus saturninus,27830,5,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-22,07:30 AM,Historical,90,1,2.,,2,,,Saída de campo para observação de comportamento de aves migratórias e eventos reprodutivos de aves regionais.
S96234906,sabiá-do-campo,Mimus saturninus,27830,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB,380108761
S97799463,sabiá-do-campo,Mimus saturninus,27830,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-22,07:30 AM,Historical,120,1,2.,,2,,,Orientador e 2 estagiárias LaBIO observando ninhos e comportamento reprodutivo de aves locais.,389328141 389328291
S97801576,sabiá-do-campo,Mimus saturninus,27830,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-29,07:30 AM,Historical,120,1,2.,,3,,Juvenil.,"Orientador e 2 estagiárias LaBIO. Observação de aves migratórias , reprodução e ninhos.",389354101
S108533487,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108535463,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S108783079,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S115757289,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S119526476,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S112485654,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S109131074,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: natural; Local: FAL.
S109131470,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: natural; Local: FAL.
S108538756,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
S108868689,sabiá-do-campo,Mimus saturninus,27830,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-05-11,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S81628216,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-12,07:30 AM,eBird - Traveling Count,40,1,.8,,4,,,"Manhã nublada pós chuva. Equipe LaBio se locomovendo nas áreas mais abertas, de construções e estacionamento, interligadas a áreas de cerrado stricto sensu."
S225650663,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L42655531,"Reserva ecológica do CO, cerrado cerradão",-15.7644677,-47.8571105,2025-04-09,07:25 AM,eBird - Traveling Count,25,1,.3,,2,,,Marília Lima e Roberto Cavalcanti
S223747524,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L42262478,"UnB CO, campo de futebol",-15.7616794,-47.85845,2025-04-04,04:30 PM,eBird - Traveling Count,30,1,.3,,2,,,Helena Falkenberg e Roberto Cavalcanti
S223742319,sabiá-do-campo,Mimus saturninus,27830,1,BR-DF,Brasília,L42261292,UnB Praça Maior,-15.7619203,-47.8676025,2025-03-25,04:30 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S97795600,sabiá-barranco,Turdus leucomelas,28247,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-10-13,07:30 AM,Historical,60,1,1.,,2,,,"Orientador e estagiária LaBIO, observando movimentação de aves migratórias , filhotes e ninhos locais."
S97812662,sabiá-barranco,Turdus leucomelas,28247,2,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-03,07:30 AM,Historical,60,1,1.,,2,,Forrageando no solo.,Orientador e estagiária LaBIO. Registro de ninhos e observação de aves migratórias e comportamento reprodutivo.,389417351
S108851067,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Praça dos Cristais.
S108781717,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-21,,Historical,,1,,,,,,Lista de Mackinnon
S114038568,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-06-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: natural; Local: IBGE.
S116123148,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S116123482,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
