Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S93554794,príncipe,Pyrocephalus rubinus,16862,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,"três indivíduos em diferentes pontos do trajeto; 1, territorial, com plumagem íntegra; outros 2 com sinais de muda de penas.","Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília.",362934991 362935281 362935491 362935821 362936151 362936651 362939721 389082271
S97750591,príncipe,Pyrocephalus rubinus,16862,4,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.,389040371 389040461 389040471 389040531
S97686638,príncipe,Pyrocephalus rubinus,16862,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-15,07:30 AM,Historical,90,1,3.,,2,,"Avistados 3 indivíduos em territórios diferentes; um deles com sinais de comportamento ""zugunruhe"".",Dupla da equipe LaBio registrando aves migratórias e eventos reprodutivos .,388677741 388677871 388678481
S97495409,príncipe,Pyrocephalus rubinus,16862,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-22,07:30 AM,Historical,90,1,2.,,2,,"Observados 3 indivíduos em áreas diferentes; um  territorial e dois com comportamento migratório (um em  ""zugunruhe"").",Saída de campo para observação de comportamento de aves migratórias e eventos reprodutivos de aves regionais.,387543321 387543371 387543551
S112999917,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:23 AM,eBird - Traveling Count,8,1,.19,,1,,,Lista de MacKinnon CO (marcar LaBIO)
S115756966,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757289,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757474,príncipe,Pyrocephalus rubinus,16862,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S93645654,primavera,Nengetus cinereus,16957,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-23,07:16 AM,Historical,50,1,.99,,2
S93646063,primavera,Nengetus cinereus,16957,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S97760765,primavera,Nengetus cinereus,16957,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-08-28,08:00 AM,Historical,40,1,1.,,1,,,Estagiária LaBIO registrando aves migratórias (Pyrocephalus rubinus e Xolmis cinereus),389091221 389091761 389091831 389092441 389092471
S108849597,primavera,Nengetus cinereus,16957,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819441,primavera,Nengetus cinereus,16957,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S93661232,primavera,Nengetus cinereus,16957,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-08-04,07:30 AM,Historical,60,1,,,2,,,Observação de aves migratórias da temporada; Orientador RBC e aluna RCC-UnB,363574681 363574731
S97812662,primavera,Nengetus cinereus,16957,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-03,07:30 AM,Historical,60,1,1.,,2,,,Orientador e estagiária LaBIO. Registro de ninhos e observação de aves migratórias e comportamento reprodutivo.,389416561
S98158717,primavera,Nengetus cinereus,16957,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-24,07:30 AM,Historical,90,1,1.,,5,,,Orientador e novos estudantes integrantes do LaBIO; observação de ninhos e ninhegos de aves migratórias e locais.,391435321
S97686638,primavera,Nengetus cinereus,16957,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-15,07:30 AM,Historical,90,1,3.,,2,,,Dupla da equipe LaBio registrando aves migratórias e eventos reprodutivos .,388678691 388678731 388678771
S115757758,primavera,Nengetus cinereus,16957,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S109128295,freirinha,Arundinicola leucocephala,16992,X,BR-DF,Brasília,L18878609,Estação Ecológica de Águas Emendadas,-15.5492048,-47.5970374,2016-05-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: natural; Local: ESECAE.
S108939896,viuvinha,Colonia colonus,17053,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108783422,viuvinha,Colonia colonus,17053,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S115757289,viuvinha,Colonia colonus,17053,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S108926299,viuvinha,Colonia colonus,17053,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S108969157,viuvinha,Colonia colonus,17053,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água.
S108864968,maria-cavaleira,Myiarchus ferox,17145,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Mackinnon
S223743557,maria-cavaleira,Myiarchus ferox,17145,1,BR-DF,Brasília,L42261606,"UnB praça maior, icc",-15.7629071,-47.8686566,2025-03-25,05:00 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S108969582,maria-cavaleira-de-rabo-enferrujado,Myiarchus tyrannulus,17166,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S112485130,Myiarchus sp.,Myiarchus sp.,17191,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S108850157,suiriri-cavaleiro,Machetornis rixosa,17192,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S103719617,suiriri-cavaleiro,Machetornis rixosa,17192,4,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-02-25,07:30 AM,Historical,60,1,1.,,4,,,"Manhã ensolarada. Professor Coordenador, Sr. Roberto Cavalcanti, e 3 estagiários do LaBIO. Observar movimentos migratórios de Tyrannidae (Empidonomus varius, p.ex.)"
S93554794,suiriri-cavaleiro,Machetornis rixosa,17192,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-06,07:30 AM,Historical,120,1,3.,,5,,,"Manhã nublada, em cerrado stricto sensu no Centro Olímpico da Universidade de Brasília.",362939941 362940241
S97750591,suiriri-cavaleiro,Machetornis rixosa,17192,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-08-27,07:30 AM,Historical,90,1,2.,,3,,,Equipe LaBio observando movimento de aves migratórias.
S97686638,suiriri-cavaleiro,Machetornis rixosa,17192,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-15,07:30 AM,Historical,90,1,3.,,2,,Avistados um casal e um indivíduo solo em outro território.,Dupla da equipe LaBio registrando aves migratórias e eventos reprodutivos .
S97495409,suiriri-cavaleiro,Machetornis rixosa,17192,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-22,07:30 AM,Historical,90,1,2.,,2,,,Saída de campo para observação de comportamento de aves migratórias e eventos reprodutivos de aves regionais.
S96234906,suiriri-cavaleiro,Machetornis rixosa,17192,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-08,07:30 AM,Historical,90,1,2.,,4,,,Observação de aves migratórias e ciclo reprodutivo sazonal no Centro Olímpico (C.O.). Dr. R. Cavalcanti e 3 estagiárias LaBIO/UnB
S115757906,suiriri-cavaleiro,Machetornis rixosa,17192,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S93644812,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-09,06:45 AM,Historical,60,1,1.1,,2
S93645005,bem-te-vi,Pitangus sulphuratus,17199,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-15,07:05 AM,Historical,70,1,1.2,,1
S93645270,bem-te-vi,Pitangus sulphuratus,17199,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-16,07:06 AM,Historical,40,1,1.2,,2
S93645586,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-21,07:10 AM,Historical,90,1,1.02,,2
S93646063,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S108849887,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108849327,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais
S108820346,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-23,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819914,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S93661232,bem-te-vi,Pitangus sulphuratus,17199,2,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-08-04,07:30 AM,Historical,60,1,,,2,,,Observação de aves migratórias da temporada; Orientador RBC e aluna RCC-UnB
S108928995,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-01-26,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; local: CO
S108929537,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-04-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: CO
S108939502,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108940301,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO-área do príncipe
S108966270,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Gabriela Mourão; Ambiente: urbano; Local: CO.
S108967642,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Susan Silva; Ambiente: urbano; Local: CO-sensu strictu.
S108968162,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Livia Viera; Ambiente: urbano; Local: CO.
S108968789,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S108781717,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-21,,Historical,,1,,,,,,Lista de Mackinnon
S108782278,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-23,,Historical,,1,,,,,,Lista de Mackinnon
S112999917,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:23 AM,eBird - Traveling Count,8,1,.19,,1,,,Lista de MacKinnon CO (marcar LaBIO)
S112983867,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,08:21 AM,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: Centro Olímpico UnB.
S115756966,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S115757906,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S119526252,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S112483995,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2019-08-30,,Historical,,1,,,,,,Lista de Mackinnon: autor: Victoria Rafaela; Ambiente: urbano; Local: CRAD.
S225648822,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2025-04-08,04:30 PM,eBird - Traveling Count,30,1,1.,,4,,,"Marília Lima, Roberto Cavalcanti, Bianca Ferreira e Fernanda Santos"
S108866145,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-10,,Historical,,1,,,,,,Roberto C  centro visitantes
S108784057,bem-te-vi,Pitangus sulphuratus,17199,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2022-04-09,,Historical,,1,,,,,,Lista de Mackinnon
S225655410,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L42656429,"Reserva do CO, cerrado cerradão",-15.7665949,-47.8557141,2025-04-09,08:30 AM,eBird - Traveling Count,25,1,.2,,2,,,Marília Lima e Roberto Cavalcanti
S223746213,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L42262223,UnB CO caiaque,-15.7603449,-47.8595451,2025-04-04,05:00 PM,eBird - Traveling Count,40,1,1.,,2,,,Helena Falkenberg e Roberto Cavalcanti
S223747524,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L42262478,"UnB CO, campo de futebol",-15.7616794,-47.85845,2025-04-04,04:30 PM,eBird - Traveling Count,30,1,.3,,2,,,Helena Falkenberg e Roberto Cavalcanti
S223742319,bem-te-vi,Pitangus sulphuratus,17199,1,BR-DF,Brasília,L42261292,UnB Praça Maior,-15.7619203,-47.8676025,2025-03-25,04:30 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S108851067,neinei,Megarynchus pitangua,17210,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Praça dos Cristais.
S108781717,neinei,Megarynchus pitangua,17210,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-21,,Historical,,1,,,,,,Lista de Mackinnon
S115757289,neinei,Megarynchus pitangua,17210,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S108863542,neinei,Megarynchus pitangua,17210,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-02,,Historical,,1,,,,,,Roberto C
S108852027,neinei,Megarynchus pitangua,17210,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água
S223746213,neinei,Megarynchus pitangua,17210,1,BR-DF,Brasília,L42262223,UnB CO caiaque,-15.7603449,-47.8595451,2025-04-04,05:00 PM,eBird - Traveling Count,40,1,1.,,2,,,Helena Falkenberg e Roberto Cavalcanti
S108969157,bem-te-vi-rajado,Myiodynastes maculatus,17260,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água.
S108969353,bem-te-vi-rajado,Myiodynastes maculatus,17260,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S97799463,bem-te-vi-pirata,Legatus leucophaius,17271,1,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-22,07:30 AM,Historical,120,1,2.,,2,,,Orientador e 2 estagiárias LaBIO observando ninhos e comportamento reprodutivo de aves locais.,389326881 389326891 389327341 389327361
S109129536,bem-te-vi-pirata,Legatus leucophaius,17271,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: José Marcos; Ambiente: natural; Local: FAL-capetinga.
S108968561,peitica,Empidonomus varius,17274,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S108536064,peitica,Empidonomus varius,17274,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: CO-UnB.
S119526476,peitica,Empidonomus varius,17274,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S97762775,peitica,Empidonomus varius,17274,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.,389103861 389103881
